Date,Facebook Ad Campaign,Instagram Ad Campaign,Facebook Ad Views,Instagram Ad Views,Facebook Click-through Rate,Instagram Click-through Rate,Facebook Ad Clicks,Instagram Ad Clicks,Facebook Conversion Rate,Instagram Conversion Rate,Facebook Ad Conversion,Instagram Ad Conversion,Cost Per Facebook Ad,Cost Per Instagram Ad,Facebook Cost Per Click,Instagram Cost Per Click
2024-01-16,FB_A,IG_Z,19025.0,13794.0,0.06226583369774758,0.02953762402622417,1184.0,407.0,0.13865097190992742,0.06775065528848058,164.0,27.0,1380.9767066753004,349.27303893477523,1.1663654617190038,0.8581647148274576
2024-01-17,FB_B,IG_Y,13946.0,4441.0,0.047753764937918705,0.04127839133511248,665.0,183.0,0.10880297826666828,0.09905958644591549,72.0,18.0,723.6086761981542,173.82206775830937,1.0881333476663972,0.9498473647995048
2024-01-18,FB_B,IG_X,17732.0,18478.0,0.03984044159961754,0.05500557070415521,706.0,1016.0,0.10460284397501575,0.10505037317321687,73.0,106.0,824.1236939913001,1038.4391850443683,1.167314014151983,1.0220858120515437
2024-01-19,FB_B,IG_Y,11236.0,8628.0,0.049281054467562535,0.03138788171808367,553.0,270.0,0.09403168597358476,0.09693144084055742,51.0,26.0,532.6585501065431,307.66419886015734,0.9632161846411268,1.1394970328153975
2024-01-20,FB_B,IG_Z,27701.0,13481.0,0.03682782972663552,0.019797537034723214,1020.0,266.0,0.0980346278897552,0.05179298702693727,99.0,13.0,894.041167383258,216.88178180577083,0.8765109484149588,0.8153450443825971
2024-01-21,FB_A,IG_Z,24073.0,17586.0,0.053985406729336015,0.030018240113181723,1299.0,527.0,0.11140823210721656,0.04078969863495069,144.0,21.0,1567.6944768732553,375.9064690781998,1.2068471723427678,0.7132950077385195
2024-01-22,FB_A,IG_Y,5352.0,21332.0,0.06754940093308964,0.03681917142871117,361.0,785.0,0.12523081680690482,0.08809594884322394,45.0,69.0,492.12728441144293,676.8154524002608,1.3632334748239416,0.8621852896818609
2024-01-23,FB_B,IG_Z,12005.0,15565.0,0.049774463014531325,0.03634536133155362,597.0,565.0,0.0882259819775951,0.056356072262994286,52.0,31.0,669.6846100960829,475.979274158805,1.1217497656550803,0.8424411932014249
2024-01-24,FB_B,IG_X,19036.0,12179.0,0.0352749110802269,0.053131810747189444,671.0,647.0,0.08928069359107729,0.12956501276434934,59.0,83.0,554.4687299586705,644.9770757196671,0.8263319373452614,0.9968733782375072
2024-01-25,FB_A,IG_X,21542.0,20013.0,0.054967525207396,0.04786562917405282,1184.0,957.0,0.1303110624150063,0.10060189149637133,154.0,96.0,1512.0024781167426,927.0305837791279,1.2770291200310326,0.9686839955894754
2024-01-26,FB_A,IG_Y,5956.0,20843.0,0.054288129659863286,0.04429437667004072,323.0,923.0,0.11127673422389006,0.08688238010646943,35.0,80.0,396.88915990169676,887.8646718047963,1.2287590089835814,0.9619335555848281
2024-01-27,FB_A,IG_Y,9192.0,5709.0,0.05541612656073945,0.0358670684288202,,204.0,0.11272158446778079,0.062080950201177876,57.0,12.0,693.7595027041322,176.66297123976196,1.36298527053857,0.8659949570576566
2024-01-28,FB_C,IG_Y,17673.0,20969.0,0.024951195405597728,0.040509406147117864,440.0,849.0,0.07698567164514547,0.06454584154786877,33.0,54.0,285.55672936565236,850.3261872160597,0.648992566740119,1.001562057969446
2024-01-29,FB_C,IG_Z,20140.0,14449.0,0.02125052591485691,0.0319566557101034,427.0,461.0,0.042248971794038886,0.030156734998043732,18.0,13.0,347.41336813535537,275.29789164680864,0.8136144452818627,0.5971754699496934
2024-01-30,FB_C,IG_X,17803.0,21522.0,0.029178810331936405,0.0630052822240414,519.0,1355.0,0.05942537193653361,0.12997842724238692,30.0,176.0,493.97645517306887,1574.4780786754884,0.9517850774047569,1.1619764418269287
2024-01-31,FB_B,IG_X,8453.0,11418.0,0.0496546694957233,0.06084382389603352,419.0,694.0,0.10651203201631447,0.12209094788589911,,84.0,403.9199866579161,703.2431161721622,0.9640095146966972,1.013318611199081
2024-02-01,FB_C,IG_Z,11675.0,6454.0,0.032134634494348724,0.031527221357454484,375.0,,0.06441452031272628,0.06146892058934163,24.0,12.0,297.2992376599301,111.66972627608243,0.792797967093147,0.5500971737738051
2024-02-02,FB_B,IG_X,5955.0,21761.0,0.048457433371961595,0.05859266364790287,288.0,1275.0,0.09185628296848528,0.11038904301152719,26.0,140.0,238.5170700672336,1212.23738941383,0.8281842710667833,0.9507744230696705
2024-02-03,FB_B,IG_Y,14683.0,24989.0,0.036622983570724785,0.048918492880641734,537.0,1222.0,0.0799897671691742,0.07200268331621759,42.0,87.0,489.34525396842605,1372.851196685794,0.9112574561795643,1.1234461511340377
2024-02-04,FB_C,IG_Y,27197.0,13911.0,0.03902981420353575,0.035916481949930724,1061.0,499.0,0.05373101956257793,0.06605057137850703,57.0,32.0,774.3206219073013,547.3739859674254,0.729802659667579,1.096941855646143
2024-02-05,FB_B,IG_Y,23096.0,6597.0,0.0517698366768605,0.03002224188392375,1195.0,198.0,0.10408193663218772,0.07138698955385855,124.0,14.0,1407.768530500056,167.00183533726994,1.1780489794979547,0.8434436128144946
2024-02-06,FB_C,IG_X,20282.0,4141.0,0.03610180636991325,0.050439091187963976,732.0,208.0,0.06236872527073832,0.10503884887716557,45.0,,521.9650031664514,251.9605424581849,0.7130669442164637,1.2113487618181966
2024-02-07,FB_C,IG_Y,9703.0,6659.0,0.03645967610083535,0.03435782759253488,353.0,228.0,0.060589687750271196,0.09025240387921177,21.0,20.0,276.8746654200749,226.50172929746643,0.7843474941078609,0.9934286372695896
2024-02-08,FB_A,IG_Z,11563.0,13031.0,0.06865421016265523,0.031236691702279964,793.0,407.0,0.10398318854160116,0.0515864715561261,82.0,20.0,1005.9377631545894,381.9132870240387,1.2685217694257118,0.9383618845799477
2024-02-09,FB_C,IG_Z,17003.0,19037.0,0.030885079322273953,0.03067423199531058,525.0,583.0,0.04064112625820492,0.03309934506221931,21.0,19.0,349.0585082056543,407.77483980334256,0.664873348963151,0.6994422638136236
2024-02-10,FB_A,IG_X,20562.0,23361.0,0.054005640357352516,0.056869227654094474,1110.0,1328.0,0.13854740754748196,0.09072116035835649,153.0,120.0,1325.9804198909922,1557.1918773691216,1.1945769548567498,1.1725842450068686
2024-02-11,FB_C,IG_Z,21022.0,12559.0,0.03233567215705082,0.018324868864189076,,230.0,0.05507944669147366,0.03409328718136253,37.0,7.0,607.9872031216565,132.34528646300052,0.8954156157903631,0.5754142889695675
2024-02-12,FB_C,IG_Z,17582.0,10142.0,0.034857629873358775,0.03257556108901295,612.0,330.0,0.06412852248398017,0.046419948547895176,39.0,15.0,579.4061561490258,233.80464977976558,0.9467420852108265,0.7084989387265623
2024-02-13,FB_A,IG_X,17201.0,16109.0,0.06475834786708051,0.05147060824970983,1113.0,,0.1031886029274914,0.12732771668196075,114.0,105.0,1391.8106290797123,1065.7019364500009,1.2505037098649705,1.2855270644752725
2024-02-14,FB_A,IG_Y,22778.0,12787.0,0.0604289804833376,0.043301119780132624,1376.0,553.0,0.12732457142892187,0.08549609924836887,175.0,47.0,1744.247054830448,533.9725694283667,1.267621406126779,0.9655923497800483
2024-02-15,FB_C,IG_Y,17473.0,14096.0,0.02136917438667156,0.04113156857004307,373.0,579.0,0.07730266834823843,0.0920730359950206,28.0,53.0,242.6414941096177,500.92289297235,0.6505133890338276,0.8651518013339378
2024-02-16,FB_B,IG_Y,14461.0,12472.0,0.042422258768602554,0.036854618508558146,613.0,459.0,0.09302661011989678,0.07865498378018194,57.0,36.0,722.3043971248044,366.3317488304122,1.178310598898539,0.7981083852514427
2024-02-17,FB_A,IG_X,26774.0,27049.0,0.06841533216926715,0.04769152534208215,1831.0,1290.0,0.10504461289501642,0.10446664332780171,192.0,134.0,1928.0972543496346,1524.0206235336698,1.0530296309937928,1.1814113360726122
2024-02-18,FB_B,IG_Z,7187.0,10723.0,0.04668897819514852,0.01988837795320962,335.0,213.0,0.09326886109893906,0.03433601490866491,31.0,7.0,371.806173582361,172.09173490021274,1.1098691748727194,0.8079424173718908
2024-02-19,FB_B,IG_Y,24342.0,18949.0,0.04576663886511427,0.046630366662244474,1114.0,883.0,0.1006538885241861,0.0950373208874482,112.0,83.0,1009.2021529844188,794.3251536448531,0.9059265287113275,0.8995754854415098
2024-02-20,FB_B,IG_Y,24975.0,5750.0,0.04037707028764387,0.04836795084163116,1008.0,278.0,0.08625666146296074,0.09132640116111611,,25.0,1182.8247555403448,314.2446783274808,1.1734372574805008,1.1303765407463338
2024-02-21,FB_A,IG_X,17765.0,8088.0,0.05736897839833158,0.057995760935285995,1019.0,469.0,0.13519350991765872,0.096724723903909,137.0,45.0,1312.4555082469997,426.2652477165208,1.2879838157477916,0.9088811251951402
2024-02-22,FB_B,IG_Y,18910.0,,0.05290692178306338,0.03206868229720967,1000.0,,0.09594731813429458,0.08049042255505043,95.0,,1101.5254851913476,538.5805361233873,1.1015254851913476,0.8714895406527303
2024-02-23,FB_A,IG_X,16561.0,,0.06332926095053672,0.05304054433776481,1048.0,,0.1359699567315681,0.1094949923168498,142.0,,1139.8296053467031,917.073295437839,1.0876236692239534,1.2684277945198326
2024-02-24,FB_B,IG_Z,18370.0,11797.0,0.05074774053504665,0.032578784002103144,932.0,384.0,0.09494021244989348,0.055003662107461146,88.0,21.0,910.7653032895879,260.495683325866,0.9772159906540643,0.6783741753277761
2024-02-25,FB_C,IG_X,7182.0,18735.0,0.029086908461353103,0.06059641768020136,208.0,1135.0,0.045251518880192965,0.12784747575965044,9.0,145.0,176.20205778982864,1136.0227865702475,0.8471252778357147,1.0009011335420683
2024-02-26,FB_C,IG_X,21385.0,19686.0,0.03260494438912316,0.04736437244582177,697.0,932.0,0.05238766844420756,0.11319085767049919,,105.0,632.8686447560003,1037.957368822369,0.9079894472826403,1.113688163972499
2024-02-27,FB_A,IG_X,5374.0,11230.0,0.054967672174864146,0.04500061437690765,295.0,505.0,0.10807179793009827,0.11160869067114475,31.0,56.0,307.2672063576619,620.9079534839487,1.0415837503649557,1.2295206999682153
2024-02-28,FB_C,IG_X,17197.0,19432.0,0.03410921660566972,0.0592427409176121,586.0,,0.07635305990867448,0.09201291731738656,44.0,105.0,577.1784301769414,1083.3887687083975,0.9849461265818114,0.9412587043513445
2024-02-29,FB_C,IG_Z,9648.0,15002.0,0.028552026674066745,0.02513192351972411,275.0,377.0,0.07041600269149931,0.03251629904072096,19.0,12.0,262.9242737610012,349.557523014577,0.9560882682218225,0.9272082838582943
2024-03-01,FB_B,IG_Z,7365.0,17947.0,0.04385091029629491,0.023089626632365204,322.0,414.0,0.09705593475640023,0.03749387165307155,31.0,15.0,292.42089845583126,359.3640691236008,0.9081394361982338,0.8680291524724657
2024-03-02,FB_A,IG_Y,29781.0,22991.0,0.06298644649153763,0.03025794939579051,1875.0,695.0,0.11203865278526487,0.061298830867669934,210.0,42.0,2492.070182274249,571.6375710433314,1.3291040972129329,0.8225001022206206
2024-03-03,FB_B,IG_Z,8639.0,,0.05372561242937853,0.028805988135229995,464.0,,0.07736179088200854,0.0597341158228005,35.0,,467.40092011619123,684.5386112729973,1.0073295692159294,0.8348031844792649
2024-03-04,FB_B,IG_Z,5013.0,17074.0,0.03628012693217242,0.03502301470851964,181.0,597.0,0.10025804351955647,0.058933212159758525,18.0,35.0,178.23478926509014,420.27814296584864,0.9847225926248074,0.7039834890550228
2024-03-05,FB_B,IG_Y,9599.0,8493.0,0.05149486474694015,0.04915263292545176,494.0,417.0,0.08896631783516318,0.06544224937726573,43.0,27.0,457.3321793083337,379.85275230312993,0.9257736423245622,0.9109178712305274
2024-03-06,FB_B,IG_Z,7278.0,21317.0,0.04084766220824386,0.029314899012265784,297.0,624.0,0.07903158208602516,0.06344315603181123,23.0,,306.6190680918332,538.709207072741,1.032387434652637,0.8633160369755465
2024-03-07,FB_B,IG_X,19296.0,5460.0,0.043878389090127555,0.055289226554797885,846.0,301.0,0.094664879126611,0.09619144139384447,80.0,28.0,923.7944774308975,386.8192908808802,1.091955647081439,1.285113923192293
2024-03-08,FB_B,IG_X,8155.0,18140.0,0.03543826657550018,0.04670112770978482,288.0,847.0,0.07161335408553807,0.10204702347989435,20.0,86.0,277.7394706517097,805.2110097206294,0.9643731619851033,0.9506623491388776
2024-03-09,FB_B,IG_Y,17317.0,19115.0,0.04102092155668626,0.040977456030852,710.0,783.0,0.08304681016513013,0.0699590759664546,58.0,54.0,746.6982508143549,718.9913901904462,1.0516876772033168,0.9182520947515277
2024-03-10,FB_A,IG_Y,11458.0,26869.0,0.060052624852602605,0.03759958157930789,688.0,1010.0,0.11874227978364538,0.07489228394292191,81.0,75.0,880.4509159019397,951.8004096660586,1.2797251684621216,0.9423766432337214
2024-03-11,FB_C,IG_Y,18125.0,20648.0,0.021123521546948777,0.04214270561767154,382.0,870.0,0.04591833336437623,0.07018655063559848,17.0,61.0,337.8594136399357,783.4565123003391,0.8844487268061144,0.900524726781999
2024-03-12,FB_B,IG_X,8216.0,10816.0,0.0448219145876633,0.05277452695753093,368.0,570.0,0.10938617910363357,0.10955803705753808,40.0,62.0,302.0494096449097,595.8071202072994,0.820786439252472,1.04527564948649
2024-03-13,FB_B,IG_Z,7113.0,15639.0,0.05354221257716855,0.022805982469007335,380.0,356.0,0.07836389458358456,0.04629631525418742,29.0,16.0,434.68166646413016,203.24305826077133,1.1438991222740267,0.5709074670246386
2024-03-14,FB_B,IG_X,15238.0,18424.0,0.0371078643621561,0.04689930550456753,565.0,864.0,0.07521412520173062,0.12946277963117306,42.0,111.0,555.5652491369008,1014.5221472664426,0.983301325906019,1.1742154482250493
2024-03-15,FB_B,IG_Y,18760.0,17965.0,0.05028881456151009,0.03629836889177791,943.0,652.0,0.07814139495547585,0.06223705400512903,73.0,40.0,853.3833460158121,602.7647199849077,0.9049664326784858,0.924485766848018
2024-03-16,FB_B,IG_Z,22864.0,19812.0,0.043193421067519853,0.019932896685755045,987.0,394.0,0.10076244532638896,0.03568725505549407,99.0,14.0,885.0486275529782,247.39950329668287,0.8967058029918726,0.6279175210575707
2024-03-17,FB_B,IG_Z,10886.0,5252.0,0.04810347429048676,0.021537939016479678,523.0,113.0,0.08702022637087371,0.032113035756344104,45.0,3.0,519.4465524069544,99.03471430405348,0.9932056451375801,0.8764134009208273
2024-03-18,FB_C,IG_X,11430.0,9827.0,0.025204731959704588,0.06474672317159091,288.0,636.0,0.06261663759010153,0.11503364779929504,18.0,73.0,274.96299334682413,776.5714543297742,0.9547326157875838,1.2210242992606513
2024-03-19,FB_C,IG_Y,24850.0,12259.0,0.023189845250827165,0.03888207113813237,576.0,476.0,0.04084036627945443,0.06218037109654878,23.0,29.0,432.77128281968186,449.60896598812536,0.7513390326730588,0.9445566512355574
2024-03-20,FB_B,IG_X,24465.0,21371.0,0.03820925228542453,0.055637435330100335,934.0,1189.0,0.07137725234293257,0.12345758949504493,66.0,146.0,1027.297538998332,1212.043134441875,1.0998902987134174,1.0193802644591043
2024-03-21,FB_C,IG_Z,16970.0,18849.0,0.02140983891286289,0.03547237057474431,363.0,668.0,0.057833021993080644,0.05047754522727711,20.0,33.0,231.85807973934416,537.8983763328121,0.6387274923948875,0.8052370903185809
2024-03-22,FB_A,IG_X,5629.0,20232.0,0.053712934098024856,0.06491137800981375,302.0,1313.0,0.13266620972806495,0.11108030498326135,40.0,145.0,359.5076496198482,1333.0375017102922,1.1904226808604246,1.0152608543109614
2024-03-23,FB_B,IG_X,28148.0,15345.0,0.048284387699779364,0.05665428898689363,1359.0,869.0,0.10540955514830261,0.11246378030848778,143.0,97.0,1626.2805859174912,864.1363565805224,1.1966744561570943,0.9944031721294849
2024-03-24,FB_A,IG_Y,20580.0,12186.0,0.06763381223687016,0.04624947642088344,1391.0,563.0,0.1034682627038256,0.06683254825224844,143.0,37.0,1819.6715934736562,586.7619000867287,1.3081751211169348,1.0422058616105305
2024-03-25,FB_A,IG_Y,10724.0,6524.0,0.06628251371182324,0.03653882048673351,710.0,238.0,0.1215345240840409,0.0679076121245795,86.0,16.0,769.790090717134,182.33896282143448,1.0842113953762451,0.7661300958883802
2024-03-26,FB_B,IG_Z,,13277.0,0.04870268619748968,0.024114879148945823,,320.0,0.10652918745117082,0.04275269291492019,,13.0,783.4514695621856,188.13036429242803,1.0005765894791643,0.5879073884138376
2024-03-27,FB_C,IG_X,18149.0,13885.0,0.022208637268222052,0.053054074419891205,403.0,736.0,0.055518910175915454,0.11373985663287406,22.0,83.0,279.46031190014895,664.3984384325449,0.6934499054594266,0.902715269609436
2024-03-28,FB_A,IG_X,24816.0,4778.0,0.055783748925918995,0.05845014525347298,1384.0,279.0,0.13318263325713475,0.09840471103760859,184.0,27.0,1610.732929332525,268.1684596106576,1.1638243709050036,0.9611772745901705
2024-03-29,FB_B,IG_X,14472.0,5492.0,0.041196137506449376,0.058643833785101976,596.0,322.0,0.07534782617597745,0.09465326908533045,44.0,30.0,662.7720312584156,298.6859131219072,1.112033609493986,0.9275960034841839
2024-03-30,FB_A,IG_Z,14658.0,27357.0,0.05499913892795242,0.024304788692989018,806.0,664.0,0.13741577958671194,0.0688046754567373,110.0,45.0,1054.642880449626,629.6851088823464,1.3084899261161613,0.9483209471119675
2024-03-31,FB_A,IG_Z,26825.0,28251.0,0.06030011319419446,0.020664198482732574,1617.0,583.0,0.1300569327012521,0.030879272592384918,210.0,18.0,1764.5353244272626,388.0004849932937,1.091240151160954,0.6655239879816358
2024-04-01,FB_A,IG_Y,10895.0,17615.0,0.06071107629759345,0.04264792512931017,661.0,751.0,0.13765337571147607,0.09210789621344087,90.0,69.0,904.835845320145,608.0901110058419,1.368889327261944,0.8097072050676989
2024-04-02,FB_A,IG_Y,18994.0,16132.0,0.0571377195034222,0.032566517243775295,1085.0,525.0,0.12706468934210025,0.09152140598300089,137.0,48.0,1342.1745913199347,444.3592141791428,1.2370272731059306,0.8463985031983672
2024-04-03,FB_C,IG_Y,,14178.0,0.02707578317472872,0.0415698501645866,,589.0,0.05453615727997708,0.07188856455380384,,42.0,316.5792505980032,662.3011846548557,0.7519697163848058,1.1244502286160538
2024-04-04,FB_A,IG_X,21959.0,11851.0,0.06657111195812163,0.05886844256112618,1461.0,697.0,0.1375272469009889,0.09542506464029253,200.0,66.0,1754.331153408335,772.3206701792016,1.2007742323123443,1.1080640892097584
2024-04-05,FB_A,IG_X,11099.0,20288.0,0.0657858569663937,0.05901222992788903,730.0,1197.0,0.11102267105236713,0.09582514586821694,81.0,114.0,906.6808060038211,1251.9749045122019,1.2420285013750973,1.0459272385231428
2024-04-06,FB_A,IG_Y,18848.0,14502.0,0.05615591663361491,0.04506944221319194,1058.0,653.0,0.1132869008824693,0.0878972646894877,119.0,57.0,1294.9456730771362,717.8798488058882,1.2239562127383141,1.0993565831636878
2024-04-07,FB_C,IG_X,,7857.0,0.038275768877465186,0.062457188431313294,,490.0,0.06803233672006961,0.11571226364344694,,56.0,970.954781370084,518.4180930276103,0.7945620142144714,1.057996108219613
2024-04-08,FB_A,IG_Y,8178.0,11368.0,0.06905630034005011,0.03999917983929577,,454.0,0.13061265198101546,0.09130982697005548,73.0,41.0,677.9128406025687,401.33755630431756,1.20197312163576,0.8840034279830783
2024-04-09,FB_A,IG_Z,24118.0,17635.0,0.056534850840600816,0.03260498379059142,1363.0,574.0,0.13717613935396614,0.06749924689596419,186.0,38.0,1459.1797735652835,363.2920671774193,1.0705647641711544,0.6329130090198942
2024-04-10,FB_C,IG_Y,11116.0,13168.0,0.027088498975861096,0.042383454707316734,301.0,558.0,0.048192096362248374,0.08767709453066368,14.0,48.0,278.4530416782834,502.82425109658067,0.9250931617218717,0.9011187295637646
2024-04-11,FB_C,IG_Z,20563.0,21111.0,0.030112683068439176,0.02173279879595365,619.0,458.0,0.07191992140876896,0.03623406146205774,44.0,16.0,505.5398552173955,309.91657402230084,0.8167041279764062,0.6766737424067704
2024-04-12,FB_C,IG_X,8568.0,15328.0,0.03882241625067347,0.04551379289738816,332.0,697.0,0.06954184213587854,0.09973770467061643,23.0,69.0,216.60740563438458,816.1323438523217,0.6524319446818813,1.1709215837192564
2024-04-13,FB_A,IG_Y,19301.0,22514.0,0.06752638866284623,0.035690827713538674,1303.0,803.0,0.10255178225014391,0.09368774923492458,133.0,75.0,1702.3210813449439,695.2639647402375,1.3064628406331111,0.8658330818682908
2024-04-14,FB_C,IG_X,24875.0,5644.0,0.022051359251671794,0.05386067412675239,548.0,303.0,0.05548892564840828,0.09837224303336835,30.0,29.0,533.1917200603153,342.6566092664145,0.9729775913509404,1.1308798985690247
2024-04-15,FB_C,IG_Z,23587.0,5447.0,0.027854614865428323,0.030342118888573126,657.0,165.0,0.05131061828240394,0.032900892678179264,33.0,5.0,643.1522531194737,95.09888289211021,0.9789227596947849,0.5763568660127891
2024-04-16,FB_A,IG_Z,22774.0,10581.0,0.06106742379499543,0.034999186610064105,1390.0,,0.1121796169741612,0.05813120216169002,155.0,21.0,1595.173859220612,231.8107951910841,1.147607092964469,0.6265156626786057
2024-04-17,FB_C,IG_Z,6742.0,15851.0,0.0300626494510308,0.021924914334123313,202.0,347.0,0.07931787518218804,0.04610105421960568,16.0,15.0,132.14976338370894,247.3978516996552,0.6542067494243017,0.7129621086445395
2024-04-18,FB_A,IG_X,23309.0,10317.0,0.053877261358737855,0.04751099579796954,1255.0,490.0,0.1257110965391971,0.12680160210183614,157.0,62.0,1515.2366125697986,624.6420537661044,1.207359850653226,1.2747797015634783
2024-04-19,FB_B,IG_X,5619.0,20910.0,0.05217633542336309,0.06426959894948656,293.0,1343.0,0.09870704631173999,0.11601020284374647,28.0,155.0,247.59780167972866,1411.3597667264717,0.8450436917396883,1.0509007942862783
2024-04-20,FB_C,IG_X,29455.0,18314.0,0.033538815659936744,0.04716089118752814,987.0,863.0,0.07906470549260036,0.09361675911166643,78.0,80.0,960.9382328287815,1005.9383866381828,0.973594967405047,1.1656296484799338
2024-04-21,FB_B,IG_X,29042.0,,0.05175816749703607,0.05456982140214378,1503.0,,0.08508807129830555,0.12791426269014644,127.0,,1312.7680719659138,1204.4459365402083,0.8734318509420584,1.0020348889685593
2024-04-22,FB_A,IG_Z,6939.0,20789.0,0.06717528558698944,0.029711274575866038,466.0,617.0,0.13207360673811222,0.04034229054560984,61.0,24.0,513.1155562948969,370.7018865501936,1.1011063439804656,0.6008134303892927
2024-04-23,FB_C,IG_Z,21001.0,18567.0,0.03496711707331479,0.028827488418148764,734.0,535.0,0.057381238532179815,0.04348849961625143,42.0,23.0,559.7884842934274,306.7768324171307,0.7626546107539882,0.57341464003202
2024-04-24,FB_A,IG_Y,5968.0,18868.0,0.05878421202499434,0.031720643140658866,,598.0,0.13478134687259918,0.07609041654734168,,45.0,403.6430255982776,521.554908851426,1.1532657874236503,0.8721653994171004
2024-04-25,FB_B,IG_Y,19846.0,13765.0,0.04721093510030849,0.031140538280072388,936.0,428.0,0.07722630165245212,0.06204897185617253,72.0,,1046.3217869137695,347.99156778763063,1.1178651569591556,0.8130644107187631
2024-04-26,FB_A,IG_X,5281.0,16466.0,0.05320730812239486,0.04710966854922072,280.0,775.0,0.1379074470825712,0.10986061688922419,38.0,85.0,331.1074839017078,751.4432388849986,1.1825267282203848,0.9696041792064497
2024-04-27,FB_C,IG_Z,26468.0,28420.0,0.033472908349498155,0.02971175367745225,885.0,844.0,0.04875086833643519,0.03493273964301169,43.0,29.0,591.4519640411812,721.0323425114344,0.6683073040013348,0.8543037233547801
2024-04-28,FB_C,IG_Z,14640.0,18963.0,0.023585065114785614,0.028886897752686422,345.0,547.0,0.053048820279237255,0.04603881306753407,18.0,25.0,243.87496557707826,304.31536992273845,0.7068839581944297,0.5563352283779497
2024-04-29,FB_B,IG_Z,6058.0,4771.0,0.04887899181020314,0.022674815840734885,296.0,108.0,0.10024768936427123,0.04402839151968337,29.0,4.0,297.0790248062026,83.49739743177076,1.0036453540750088,0.7731240502941737
